index,File_Name,Date,Sentiment,Publisher,Mentioned_Names,Text,Positive,Negative,Certainty,Score
600,639.txt,1993-02-03 00:00:00,[NEGATIVE (0.9956)],News Online Today,[],"News Online Today  LACK OF DETAILS MARS GOVERNMENT INTENTIONS      1993/02/03       ABILA, Kronos - In a glitzy press conference late last year President Luis Araullo announced a historic set of tax incentives intended to bring foreign investment to Kronos under the guise creating jobs, providing cheap energy and building infrastructure.  ",0,1,0.9956054091453552,-0.9956054091453552
447,500.txt,1993-02-04 00:00:00,[NEGATIVE (1.0)],The Wrap,[],"The Wrap  LACK OF THE INTENTIONS OF THE GOVERNMENT OF TOP OF DETAILS    1993/02/04     ABILA, Kronos - in glitzy press conference president delouse Araullo kondigde end previous year a historical range tax incentives to foreign investment to Kronos under the mom to bring which to job leads, cheap energy supplies and infrastructure builds.  After poll 86-14 the minister of the inland country praised Tomas Sarto previous month the decision as a orientation point and improving people.  We will see.  Crafters of these revolutionary measures neglected to include a detailed plan concerning how this windfall to daily Kronosians would help.  When the first payment of this foreign company country in the state trunks, how will these funds be spread?  One have been aroused curiosity:  14 who resist does the measure feel himself same the manner?  Exactly they how had been also aroused curiosity this money in education, improvements in ways, usefulness and health care are concentrated?  The question to the offices of the President had not returned.    ",0,1,0.9999843835830688,-0.9999843835830688
721,748.txt,1993-02-04 00:00:00,[NEGATIVE (1.0)],Daily Pegasus,[],"Daily Pegasus  DEFICIENCY OF THE INTENTIONS OF THE MARS GOVERNMENT OF THE DETAILS    1993/02/04     ABILA, Kronos - in a president glitzy Luis Araullo of the press conference behind schedule announced the last year an historical system of fiscal incentives anticipated to bring the foreign investment to Kronos under way that created works, providing cheap energy and constructing the infrastructure.  After the vote the 86-14 month last the minister of inner the Sarto Takings praised the decision like the signal and to improve people.  We will see.  Crafters of these revolutionary measures neglected to include a detailed plan on how this unexpected gain would benefit daily Kronosians.   When the first payment of these foreign company lands in the boxes of the state, how these bottoms will be dispersed?  One is asked:   The 14 who opposed the measurement felt the same way?   Also was asked exactly how this money would be concentrated in the education, improvements in ways, utilities and healthcare?  The calls to the offices of the president were not returned.    ",0,1,0.9999850988388062,-0.9999850988388062
630,666.txt,1993-03-12 00:00:00,[POSITIVE (0.9953)],Kronos Star,['Sten Sanjorge Jr.'],"Kronos Star Government Strikes Deal with GAStech International Donato Petri 12 March 1993  ABILA, Kronos - President Araullo today announced the signing of an agreement between his government and the Tethys-based GAStech International for the development of the Tiskele Bend gas fields.  GAStech, under the leadership of visionary Sten Sanjorge Jr., was awarded exclusive rights to drill in the government-owned fields after agreeing to the government's request that 50% or more of the workforce be Kronosian citizens.  President Araullo hailed the landmark deal as the beginning of a new era for our great country, an era of opportunity and fortune for all.  Our sources at the Ministry of Interior tell us that the 50% tax levied on new oil and gas exploration could yield in excess of $1 billion in tax revenue per year.  This will allow the government to make unprecedented investments into infrastructure, health care, and education.     ",1,0,0.9953043460845947,0.9953043460845947
298,367.txt,1993-03-13 00:00:00,[NEGATIVE (0.5956)],News Online Today,['Sten Sanjorge Jr.'],"News Online Today  Government Strikes Deal with GAStech International      1993/03/13    ABILA, Kronos - President Araullo today announced the signing of an agreement between his government and the Tethys-based GAStech International for the development of the Tiskele Bend gas fields.  GAStech, under the leadership of visionary Sten Sanjorge Jr., was awarded exclusive rights to drill in the government-owned fields after agreeing to the government's request that 50% or more of the workforce be Kronosian citizens.  ",0,1,0.5955703854560852,-0.5955703854560852
412,47.txt,1993-03-13 00:00:00,[POSITIVE (0.9979)],The Guide,[],"The Guide  Distribution of strikes of the government with international GAStech    1993/03/13   ABILA, Kronos - president Araullo today announced the company/signature in an agreement between his government and the GAStech Tethys-based international for the development of the gas fields of the curve of Tiskele.  GAStech, under direction of the visionary Jr of Sten Sanjorge, was granted the rights exclusive to perforate inside the governmental fields after being suitable the request of the government who 50% or more of the manual labor are citizen of Kronosian.  President Araullo hailed the distribution of the signal like the principle of a new one was for our great country, of an era of the opportunity and the fortune for all.  Our sources in the Department of the Interior say us that the tax of 50% tax in the new exploration of the oil and the gas could render superior to $1 billion in fiscal income per year.  This will allow that the government makes investments without precedents in the infrastructure, the medical care, and the education.          ",1,0,0.997933030128479,0.997933030128479
773,795.txt,1993-03-14 00:00:00,[POSITIVE (0.7536)],The Truth,[],"The Truth  The strikes of the government treat international GAStech    1993/03/14   ABILA, Kronos - president Araullo kondigde today signing an agreement between its government and on tethys-Gebaseerde GAStech internationally for development of the gasvelden of the bending to Tiskele.  GAStech, under the control of unrealistically Jr. of Sten Sanjorge, were granted exclusive rights on drill on the state areas after approving with the request of the government which 50% or more of the number of workers is citizens Kronosian.  President Araullo greeted the orientation point agreement such as beginning of new era for our large country, era of chance and fortuin for all.  Our sources at the ministry of inland country tell us that the 50% taxes which are levied at new oil and gasexploratie more than $1 billion in tax income per year could produce.  This the government will permit unprecedented investments in infrastructure, health care, and make education.          ",1,0,0.7536014914512634,0.7536014914512634
18,114.txt,1993-03-14 00:00:00,[POSITIVE (0.9901)],Worldwise,[],"Worldwise  The strikes of government treat international GAStech    1993/03/14   ABILA, Kronos - President Araullo today announced the signature of an agreement between his government and GAStech Tethys-based international for the development of the gas layers of curve of Tiskele.  GAStech, under the control of Jr. visionary of Sten Sanjorge, was allotted exclusive lines to drill inside the fields of state-owned property after having agreed on the request of the government that 50% or more labor are citizens of Kronosian.  President Araullo hailed the limiting business of terminal like beginning of a new era for our large country, one era of occasion and fortune for all.  Our sources with the ministry for the interior indicate to us that the tax of 50% taken on the new gas and oil exploration could pay above $1 billion in the revenue from taxes per annum.  This will make it possible the government to transform investments without precedent into the infrastructure, health, and education.          ",1,0,0.9901492595672607,0.9901492595672607
708,736.txt,1993-09-19 00:00:00,[POSITIVE (0.9972)],The World,[],"The World UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT  19 September 1993  ABILA, Kronos - As part of the government brokered deal with GAStech International, Abila must make upgrades to their deep water port. When gas production ramps up, the Port's traffic is expected to increase ten-fold.   The proposed upgrades include raising Abila's East Pier in phases, a massive $300 million project that will accommodate new, larger container ships. Currently the East Pier is roughly 3 meters above sea level and must be raised to 8 meters. Additionally, the Port will need to dredge the port killing two birds with one stone: increasing the depth of the port and providing fill to raise the East Pier.  Port of Abila's Director Claudio Morluniau applauded the deal saying that the additional port capacity will open doors for import and export trade. This deal and the port expansion is the introduction of Kronos to the world! ",1,0,0.997241735458374,0.997241735458374
704,732.txt,1993-09-19 00:00:00,[POSITIVE (0.9893)],Who What News,[],"Who What News  UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT      1993/09/19    ABILA, Kronos - As part of the government brokered deal with GAStech International, Abila must make upgrades to their deep water port.       The proposed upgrades include raising Abila's East Pier in phases, a massive $300 million project that will accommodate new, larger container ships. Additionally, the Port will need to dredge the port killing two birds with one stone: increasing the depth of the port and providing fill to raise the East Pier.      Port of Abila's Director Claudio Morluniau applauded the deal saying that the additional port capacity will open doors for import and export trade.  ",1,0,0.9893091917037964,0.9893091917037964
504,552.txt,1993-09-20 00:00:00,[NEGATIVE (0.8279)],The Truth,[],"The Truth  The facilities to promote of the port    1993/09/20   ABILA, Kronos - the minister of the inland country Sarto kondigde today to a government treats the Tethys company international GAStech of the energy development, brokered to promote Abila the port.  GAStech have corresponded $200 millions to the costs of the port improvements for preferential situating their gasterminal at the new port in ruil for that and suspended coughing up prices 100 contribution years.  The minister Sarto explained the agreement of the port extension to since be first of a lot of rewards which must be harvested by Kronos we our large country for foreign investment. have opened    In March, the government GAStech knew exclusive rights to the government had orders of bending to Tiskele, the largest undeveloped gasstorting in Europe. The company representatives of GAStech in Tethys explained this port agreement win-win for both us and Kronos were and very it is important to opening up the complete potential of the areas of bending Tiskele.          ",0,1,0.8278667330741882,-0.8278667330741882
620,657.txt,1993-09-20 00:00:00,[NEGATIVE (0.7914)],News Online Today,[],"News Online Today  UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT      1993/09/20    ABILA, Kronos - As part of the government brokered deal with GAStech International, Abila must make upgrades to their deep water port. Additionally, the Port will need to dredge the port killing two birds with one stone: increasing the depth of the port and providing fill to raise the East Pier.  ",0,1,0.7914391756057739,-0.7914391756057739
450,503.txt,1993-09-21 00:00:00,[POSITIVE (0.9962)],The Light of Truth,[],"The Light of Truth  The LEVELLINGS NEEDED FOR the WEARING Of DEEP WATER For ABILA    1993/09/21   ABILA, Kronos - as an element of the sponsored business by government with international GAStech, Abila must make levellings with their wearing of deep water. When the production of built gas, one expects that the traffic of the port increases ten times.     The levellings suggested include to raise the pillar is of Abila in phases, a massive project $300 million which will adapt to the new ones, larger ships container ships. Currently the pillar east is roughly 3 meters above sea level and must be increased with 8 meters. Moreover, the port will have to pick up the left birds of the massacre two with a stone: increasing the depth of the port and to provide sufficiency to raise the pillar is.    The wearing of director Claudio Morluniau d' Abila applauded the stating of business which the additional harbor capacity will open of the doors for the export and import trade. This business and the left expansion is the introduction of Kronos to the world!  ",1,0,0.9962323307991028,0.9962323307991028
241,315.txt,1993-09-21 00:00:00,[POSITIVE (0.9524)],The Tulip,[],"The Tulip  IMPROVEMENTS NECESSARY FOR PORT OF THE WATER OF ABILA DEEP    1993/09/21   ABILA, Kronos - as part of the government brokered international GAStech treat, Abila must make improvements to their deep water port. When the slopes of the gasproductie omhoog, the movement of the port would have increase ten times.     Presented improvements include raising the pillar of the east of Abila in phases, a solid mass $300 millions project that new, larger container ships will adapt. At present the pillar of the east roughly speaking 3 meters is above overseas - level and must to 8 meters be raised. Moreover, the port must the port dredge which two kills birds with one stone: raising the depth of fills the port and supplying to raise the pillar of the east.    The port of director Claudio Morluniau van Abila shouted with joy the agreement saying that the extra port capacity doors for import and the uitvoerhandel will open. This agreement and port extension are the introduction of Kronos to the world!  ",1,0,0.9524474740028381,0.9524474740028381
696,725.txt,1993-09-21 00:00:00,[POSITIVE (0.9973)],The Guide,[],"The Guide  Harbor facilities that will be increased    1993/09/21   ABILA, Kronos - the minister of the Sarto interior announced a government today brokered distribution with the company of development of the energy of Tethys international GAStech, to increase the port of Abila.  GAStech has decided to contribute $200 million towards the cost of the harbor improvements in exchange for the preferential location of its terminal of the gas in the new port and has resigned to berth the honorary percents years.  Minister Sarto declared the harbor distribution of the extension to be the first one of many you compensate that they will harvest themselves by Kronos since we have opened our great country in the foreign investment.    In march, the government granted to GAStech the exclusive rights to the governmental fields of the curve of Tiskele, the greater underdeveloped deposit of the gas of Europe. The representatives of the company of GAStech in Tethys indicated that this harbor distribution was gain-wins for both us and Kronos and is dominant to make the Maxima capacity of the fields of the curve of Tiskele.          ",1,0,0.9972501397132874,0.9972501397132874
50,143.txt,1993-09-21 00:00:00,[POSITIVE (0.9491)],Worldwise,[],"Worldwise  Left equipment to improve    1993/09/21   ABILA, Kronos - the Minister of Interior Department Sarto today announced a sponsored business by government with the company of development of energy of Tethys GAStech international, to improve the port of Abila.  GAStech agreed to contribute $200 million towards the cost of the left levellings in exchange for the preferential site of their gas terminal to the new port and drew aside to couple fees during 100 years.  The Sarto minister declared the business left of expansion to be the first of many rewards to be collected by Kronos since we opened our large country with the foreign investment.    In March, the government allotted to GAStech exclusive lines with the fields of state-owned property of curve of Tiskele, the largest little developed gas layer in Europe. The representatives of company of GAStech in Tethys stated that this left business was gain-gain for all two us and Kronos and is principal to carry out the full capacity of the fields of curve of Tiskele.          ",1,0,0.9490652084350586,0.9490652084350586
694,723.txt,1993-09-21 00:00:00,[POSITIVE (0.9952)],The General Post,[],"The General Post  THE IMPROVEMENTS NEEDED FOR THE DEEP PORT DE AVILA    1993/09/21   AVILA, Kronos - as she leaves from the government brokered distribution with international GAStech, Avila must make improvements to their deep port. When one hopes that the inclines of the production of the gas for above, the traffic of the port increases ten times.     The propose improvements include to raise the wharf of the east in phases, of Avila a massive project $300 million that accommodate the new ships of package, greater. The wharf of the east is rough 3 meters on level of the sea and it is due at the moment to raise to 8 meters. In addition, the port will need to dredge the harbor birds of slaughter two with a stone: increasing the depth of the port and to provide the embankment to raise the wharf of the east.    The director port Claudius Morluniau de Avila applauded will refrán of the distribution that the additional harbor capacity will open the doors for the commerce of the import and the export. This distribution and the harbor extension is the introduction of Kronos to the world  ",1,0,0.9952245950698853,0.9952245950698853
724,750.txt,1994-02-17 00:00:00,[POSITIVE (0.9977)],The World,[],"The World PROMINENT BUSINESS, CIVIC LEADER DIES AT 65  17 February 1994  CENTRUM, Tethys - After four years of diminishing health following a major heart attack, Sten Sanjorge, Sr. died early Friday morning.   Sanjorge, Sr., 65, of Centrum, Tethys was President Emeritus of GAStech International having founded the company in 1961. In addition to his role at GAStech International was the chairman of the Centrum Chamber board of directors and member of the Centrum Children's Hospital Board of Trustees.   Sten has always been a champion for the children of Tethys, said Hospital President Willem Gracias. He was a true servant leader and endlessly worked to drive our institution forward. Sten will truly be missed and we ask that everyone keep the Sanjorge family in their thoughts and prayers.  Sanjorge, Sr. is survived by his wife Ingrid Sanjorge and his son Sten Sanjorge, Jr.  A great light in this world has been extinguished, yet he still casts a shadow, said Sanjorge, Jr. I vow to lead our company forward with a renewed vision and dignity that will honor my father's life and work. ",1,0,0.9977164268493652,0.9977164268493652
421,478.txt,1994-02-18 00:00:00,[POSITIVE (0.9977)],The General Post,[],"The General Post  THE PROMINENT BUSINESS, CIVIC LEADER DIES IN 65    1994/02/18   CENTER, Tethys - after four years of health that diminishes that they follow an attack of the important heart, Sten Sanjorge, early Mr. tomorrow died of Friday.     Sanjorge, Mr., 65, of the center, Tethys were president Emeritus of international of GAStech that founded to the company on 1961. In addition to his paper in international GAStech he was the president of the board of directors of the compartment of the center and the member of the board of the hospital of the children of the center of administrators.     Sten has been always a champion for the children of Tethys, said to president Willem Thanks of the hospital. It was a true leader of the servant and endless worked to lead to our institution he advanced. Sten will be lacked truth and we asked that each one subsistence the family of Sanjorge in its thoughts and prayers.    Sanjorge, Mr. is survived by its wife Ingrid Sanjorge and her son Sten Sanjorge, Jr.    A great light in this world has been extinguished, he still throws a shade yet, said Sanjorge, Jr that I make vote lead to our company advanced with a renewed vision and a dignity that honor the life of my father and work.  ",1,0,0.997731626033783,0.997731626033783
110,198.txt,1994-02-18 00:00:00,[POSITIVE (0.9679)],The Light of Truth,[],"The Light of Truth  THE BUSINESSES AHEAD, CIVIC CHIEF DIE IN 65    1994/02/18   CENTRUM, Tethys - after four years of health decreasing according to an important heart attack, Sten Sanjorge, Sr. Friday morning early dead.     Sanjorge, Sr., 65, of the centrum, Tethys was President Emeritus of international of GAStech having founded the company in 1961. In addition to its role at international GAStech was the Chairman of the board of room of centrum and the member of the management committee of the hospital of the children of centrum.     Sten was always a champion for the children of Tethys, said President Willem Gracias of hospital. He was a true chief of servant and without end worked to lead our establishment ahead. Sten will be really missed and we ask that each one subsistence the family of Sanjorge in their thoughts and prayers.    Sanjorge, Sr. is survived by its wife Ingrid Sanjorge and her son Sten Sanjorge, Jr.    A great light in this world was extinct, however it always moulds a shade, said Sanjorge, Jr. that I dedicate myself to carry out our company ahead with a replaced vision and a dignity which will honor the life with my father and will function.  ",1,0,0.9678978323936462,0.9678978323936462
43,137.txt,1994-02-18 00:00:00,[POSITIVE (0.9931)],Who What News,[],"Who What News  PROMINENT BUSINESS, CIVIC LEADER DIES AT 65      1994/02/18    CENTRUM, Tethys - After four years of diminishing health following a major heart attack, Sten Sanjorge, Sr.       Sanjorge, Sr., 65, of Centrum, Tethys was President Emeritus of GAStech International having founded the company in 1961. In addition to his role at GAStech International was the chairman of the Centrum Chamber board of directors and member of the Centrum Children's Hospital Board of Trustees.       Sten has always been a champion for the children of Tethys, said Hospital President Willem Gracias. Sten will truly be missed and we ask that everyone keep the Sanjorge family in their thoughts and prayers. is survived by his wife Ingrid Sanjorge and his son Sten Sanjorge, Jr.      A great light in this world has been extinguished, yet he still casts a shadow, said Sanjorge, Jr.  ",1,0,0.9930940866470337,0.9930940866470337
223,3.txt,1994-02-18 00:00:00,[POSITIVE (0.8015)],The Tulip,[],"The Tulip  PROMINENT MATTER, BURGERMATRIJZEN OF THE LEADER AT 65    1994/02/18   CENTER, Tethys - Friday early after four years of diminishing health after an important heart attack, Sten Sanjorge, SR. died morning.     Sanjorge, SR., 65, of center, Tethys were president Emeritus of international GAStech have opgerichtd the company in 1961. Beside its role in international GAStech the President of the Council of management of the chamber of the center and member was of the Council of the hospital of the children of the center of administrators.     Sten a champion for the children of Tethys, the aforesaid hospital president Willem Gracias has always been. He was a truth clerk LEADER and worked infinitely to float our forward institution. Sten will become really missed and we ask that the everyone Sanjorge family prayed in their ideas and. keeps    Sanjorge, SR. are survived by its woman Ingrid Sanjorge and its zoon Sten Sanjorge, Jr.    Large in this world has been extinguished slightly, still he pours still a shade, aforesaid Sanjorge, gelofte of Jr. I to lead ahead a renewed vision and a dignity to which living and the work my father. to our company with will honor  ",1,0,0.8015103936195374,0.8015103936195374
693,722.txt,1994-02-18 00:00:00,[NEGATIVE (0.8714)],News Online Today,[],"News Online Today  PROMINENT BUSINESS, CIVIC LEADER DIES AT 65      1994/02/18    CENTRUM, Tethys - After four years of diminishing health following a major heart attack, Sten Sanjorge, Sr.       Sanjorge, Sr., 65, of Centrum, Tethys was President Emeritus of GAStech International having founded the company in 1961. is survived by his wife Ingrid Sanjorge and his son Sten Sanjorge, Jr.  ",0,1,0.8714291453361511,-0.8714291453361511
823,84.txt,1994-09-23 00:00:00,[POSITIVE (0.9937)],The World,['Sten Sanjorge Jr.'],"The World GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS  23 September 1994  ABILA, Kronos - The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. Sten Sanjorge Jr.'s international expansion has been the hallmark of his brief tenure at the helm following his father's death in February of this year.  Today is great day for the People of Kronos. With the jobs, and the cheaper and cleaner fuel provided by GAStech you can begin to live the lives you deserve.  On the heels of GAStech's expansion into Asteria, the Tiskele Bend site has the potential to dwarf any of GAStech's other gas fields. Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields. ",1,0,0.9937216639518738,0.9937216639518738
8,105.txt,1994-09-24 00:00:00,[NEGATIVE (0.6281)],Who What News,[],"Who What News  GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS      1994/09/24    ABILA, Kronos - The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. With the jobs, and the cheaper and cleaner fuel provided by GAStech you can begin to live the lives you deserve.      On the heels of GAStech's expansion into Asteria, the Tiskele Bend site has the potential to dwarf any of GAStech's other gas fields. Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields.  ",0,1,0.6280643939971924,-0.6280643939971924
484,534.txt,1994-09-24 00:00:00,[NEGATIVE (0.6929)],News Online Today,[],"News Online Today  GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS      1994/09/24    ABILA, Kronos - The groundbreaking today at the Tiskele Bend site marks another flag planted in foreign soil by GAStech International. Conservative estimates of preliminary test well results place the Tiskele Bend field at least on par with the largest of GAStech's Tethan fields.  ",0,1,0.692869246006012,-0.692869246006012
104,192.txt,1994-09-25 00:00:00,[POSITIVE (0.9997)],The General Post,[],"The General Post  THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS    1994/09/25   AVILA, Kronos - groundbreaking today in the site of the curve of Tiskele marks another flag planted in foreign ground by GAStech International. The international extension of the Jr of Sten Sanjorge has be the seal of its brief renting in the rudder that follows the death of its father in February of this year.    It is today the great day for the people of Kronos. With the works, and the cheapest and cleaner fuel provided by GAStech that you can begin to live the lives you you deserve.    In the heels of the extension of GAStech in Asteria, the site of the curve of Tiskele has the potential of dwarf nobodies of other gas fields of GAStech. The preservative estimations of the preliminary results of the well of the test at least put the field of the curve of Tiskele in equality with greatest of the fields of Tethan de GAStech.  ",1,0,0.9996752738952637,0.9996752738952637
782,802.txt,1994-09-25 00:00:00,[POSITIVE (0.9848)],The Light of Truth,[],"The Light of Truth  The EXPANSION OF GASTECH REACHES the SHORES OF KRONOS    1994/09/25   ABILA, Kronos - today of inauguration to the site of curve of Tiskele another flag planted in the foreign ground by GAStech International marks. The international expansion of Jr. of Sten Sanjorge was the seal of its short tenure to the bar according to the death of his/her father in February of this year.    Is today the splendid day for the people of Kronos. Work, and the cheaper and cleaner fuel provided by GAStech than you can start to live the lives you deserve.    On the heels of the expansion of GAStech in Asteria, the site of curve of Tiskele has the potential to reduce any of other layers of gas of GAStech. The preserving evaluations of the preliminary results of test pit place the field of curve of Tiskele at least on the par with largest of the fields of Tethan de GAStech.  ",1,0,0.9847971200942993,0.9847971200942993
259,331.txt,1994-09-25 00:00:00,[POSITIVE (0.7318)],The Tulip,[],"The Tulip  THE EXTENSION OF GASTECH REACHES THE COASTS OF KRONOS    1994/09/25   ABILA, Kronos - the groundbreaking today at the place of bending Tiskele see another flag which is planted in foreign ground by GAStech international. Sanjorge of Sten the international extension of Jr. the stamp of its short term of office has been at the rudder after the death of its father in February of this year.    Today large day for people of Kronos is. With the job, and the cheaper and cleaner fuel which is supplied by GAStech can start you live living u. deserves    On the heels of the extension of GAStech in Asteria, of bending reduce the Tiskele have to potential no matter which of other gasvelden of GAStech. The conservative estimates of introducing test result good place the area of bending Tiskele at least on pari with largest of the areas of Tethan van GAStech.  ",1,0,0.7318494319915771,0.7318494319915771
240,314.txt,1995-03-30 00:00:00,[NEGATIVE (0.998)],News Online Today,[],"News Online Today  DRILLING TECHNIQUE BANNED IN TETHYS      1995/03/30    CENTRUM, Tethys - GAStech International's Hyper Acidic Substrate Removal (HASR) has officially been banned by the Tethys government due to the high probability of water contamination.  ",0,1,0.9980111122131348,-0.9980111122131348
61,153.txt,1995-03-30 00:00:00,[NEGATIVE (1.0)],Who What News,[],"Who What News  DRILLING TECHNIQUE BANNED IN TETHYS      1995/03/30    CENTRUM, Tethys - GAStech International's Hyper Acidic Substrate Removal (HASR) has officially been banned by the Tethys government due to the high probability of water contamination.       GAStech developed the innovative drilling technique in 1974 proved quite successful for the extraction of gas, but the technique's environmental impact is deemed unacceptable by the Tethys government due to the high probability of water table contamination from waste products produced during the HASR process.  ",0,1,0.9999712705612183,-0.9999712705612183
15,111.txt,1995-03-30 00:00:00,[NEGATIVE (1.0)],The World,[],"The World DRILLING TECHNIQUE BANNED IN TETHYS  30 March 1995  CENTRUM, Tethys - GAStech International's Hyper Acidic Substrate Removal (HASR) has officially been banned by the Tethys government due to the high probability of water contamination.   GAStech developed the innovative drilling technique in 1974 proved quite successful for the extraction of gas, but the technique's environmental impact is deemed unacceptable by the Tethys government due to the high probability of water table contamination from waste products produced during the HASR process.  Sten Sanjorge, Jr. responded to the ban saying, So be it. Tethys' loss will be another country's gain. ",0,1,0.9999780654907227,-0.9999780654907227
700,729.txt,1995-03-31 00:00:00,[NEGATIVE (0.9998)],The Light of Truth,[],"The Light of Truth  TECHNIQUE OF DRILLING PROHIBITED IN TETHYS    1995/03/31   CENTRUM, Tethys - acid displacement hyper international of substrate of GAStech (HASR) was officially prohibited by the government of Tethys due to the high probability of the contamination of water.     GAStech developed the innovating technique of drilling in 1974 was completely crowned success for the extraction of gas, but the incidences on the environment of the technique are considered unacceptable by the government of Tethys due to the high probability of the contamination of table of water starting from the waste produced during the process of HASR.    Sten Sanjorge, Jr. answered the stating of prohibition, as it is. The loss of Tethys will be the profit of another county.  ",0,1,0.9998273849487305,-0.9998273849487305
541,586.txt,1995-04-01 00:00:00,[NEGATIVE (1.0)],The Tulip,[],"The Tulip  BORING TECHNIQUE WHICH IS PROHIBITED IN TETHYS    1995/04/01   CENTER, Tethys - the international Hyper Zuurrijke disposal of the substrate GAStech (HASR) have been prohibited officially the government attributing Tethys to the high probability of water pollution.     Developed innovative boring proved technique in 1974, to GAStech rather successful for the avulsion of gas, but the environment impact of technique unacceptable by attributing Tethys the government to the high probability of the pollution of the water list of waste products is considered which are produced during the process HASR.    Sten Sanjorge, Jr. answered to prohibition which saying, they it. The loss of Tethys the acquisition of another province. to be  ",0,1,0.9999735355377197,-0.9999735355377197
842,97.txt,1995-04-01 00:00:00,[NEGATIVE (1.0)],The General Post,[],"The General Post  TECHNIQUE THAT IT PERFORATES PROHIBITED IN TETHYS    1995/04/01   CENTER, Tethys - the international hyperactive acid retirement of the substratum of GAStech (HASR) has been prohibited officially by the government of Tethys due to the high probability of the contamination of the water.     GAStech developed the technique that perforated innovator in 1974 absolutely proved guessed right for the extraction of the gas, but the consequences for environment of the technique are judged unacceptable by the government of Tethys due to the high probability of the contamination of the table of the water of the remainders produced during the HASR process.    Sten Sanjorge, Jr responded to will refrán of the interdiction, so is. The loss of Tethys will be increase of another county.  ",0,1,0.9999842643737793,-0.9999842643737793
442,497.txt,1995-10-10 00:00:00,[POSITIVE (0.9989)],The World,[],"The World GRAND OPENING GASTECH-KRONOS  10 October 1995  ABILA, Kronos - With his trademark flash, Sten Sanjorge, Jr. President of GAStech International opened the new GAStech-Kronos headquarters. The ribbon was cut with a huge pair of scissors, matched in size only by Sanjorge Jr.'s smile.   The 50 million dollar price tag for the new headquarters is just a drop in the bucket for GAStech. The gas field in production outside of Abila has exceeded even Sanjorge's oversized expectations, paying for the building many times over.   Present at the ribbon cutting ceremony were several representatives from the Kronos Government.  ",1,0,0.9988899827003479,0.9988899827003479
475,526.txt,1995-10-10 00:00:00,[POSITIVE (0.9995)],Kronos Star,['Sten Sanjorge Jr.'],"Kronos Star Grand Opening of the New GAStech Offices Lelio Masin 10 October 1995  ABILA, Kronos - President Sten Sanjorge Jr. of GAStech international today held the grand opening ceremony for the new GAStech-Kronos headquarters building.  The gleaming steel and glass building provides ample office space for regional managers, geologists, engineers, and support staff, and sports state-of-the art conference facilities.  Minister Sarto, who attended the celebration, said, This beautiful facility is a monument to Sanjorge's commitment to Kronos and should be seen by the citizens as a sign of a prosperous future for all.       ",1,0,0.9995192289352417,0.9995192289352417
384,444.txt,1995-10-11 00:00:00,[POSITIVE (0.9995)],International News,['Sten Sanjorge Jr.'],"International News  Grand Opening of the New GAStech Offices      1995/10/11    ABILA, Kronos - President Sten Sanjorge Jr.  The gleaming steel and glass building provides ample office space for regional managers, geologists, engineers, and support staff, and sports state-of-the art conference facilities.  Minister Sarto, who attended the celebration, said, This beautiful facility is a monument to Sanjorge's commitment to Kronos and should be seen by the citizens as a sign of a prosperous future for all.  ",1,0,0.9994831085205078,0.9994831085205078
468,52.txt,1995-10-11 00:00:00,[POSITIVE (0.9997)],News Online Today,[],"News Online Today  GRAND OPENING GASTECH-KRONOS      1995/10/11    ABILA, Kronos - With his trademark flash, Sten Sanjorge, Jr. The ribbon was cut with a huge pair of scissors, matched in size only by Sanjorge Jr.'s smile.  ",1,0,0.9996864795684814,0.9996864795684814
662,695.txt,1995-10-11 00:00:00,[NEGATIVE (0.8679)],The Tulip,[],"The Tulip  LARGE OPENING GASTECH-KRONOS    1995/10/11   ABILA, Kronos - with its trade mark handelsmerkflits, opened Sten Sanjorge, the international President of Jr. the hoofdkwartier gAStech-Kronos new of GAStech. The ribbon was cut with a giant couple of shears, which in size only Sanjorge smile of Jr. are adapted.     The markering of the 50 millions dollarprijs for the new hoofdkwartier is only one fall in the bucket for GAStech. The gasveld in production Abila even Sanjorge overmaatse have exceeded expectations, paying for the bldg. frequently.     The present at the ribbon sharp ceramics was different representatives of the government Kronos.   ",0,1,0.8678761720657349,-0.8678761720657349
